Datetime,Kps,Predicted_Kp
2007-03-23 03:00:00,1.3,1.3003765
2007-03-23 04:00:00,1.3,1.729781
2007-03-23 05:00:00,1.3,1.3002433
2007-03-23 06:00:00,2.3,2.2998748
2007-03-23 07:00:00,2.3,2.2999902
2007-03-23 08:00:00,2.3,2.2998464
2007-03-23 09:00:00,2.7,2.69918
2007-03-23 10:00:00,2.7,2.699602
2007-03-23 11:00:00,2.7,2.6997113
2007-03-23 12:00:00,3.3,2.6221948
2007-03-23 13:00:00,3.3,3.300078
2007-03-23 14:00:00,3.3,3.2998953
2007-03-23 15:00:00,2.3,2.581005
2007-03-23 16:00:00,2.3,2.2995634
2007-03-23 17:00:00,2.3,2.2999105
2007-03-23 18:00:00,3.3,3.2990942
2007-03-23 19:00:00,3.3,3.299243
2007-03-23 20:00:00,3.3,3.299465
2007-03-23 21:00:00,4.0,3.99906
2007-03-23 22:00:00,4.0,3.9998832
2007-03-23 23:00:00,4.0,2.4659796
2007-03-24 00:00:00,4.7,4.699816
2007-03-24 01:00:00,4.7,4.6993957
2007-03-24 02:00:00,4.7,4.6994386
2007-03-24 03:00:00,3.7,3.6999986
2007-03-24 04:00:00,3.7,3.6997442
2007-03-24 05:00:00,3.7,3.7001576
2007-03-24 06:00:00,3.7,4.294103
2007-03-24 07:00:00,3.7,3.6998224
2007-03-24 08:00:00,3.7,3.700453
2007-03-24 09:00:00,3.7,3.6998038
2007-03-24 10:00:00,3.7,3.7004242
2007-03-24 11:00:00,3.7,3.6990504
2007-03-24 12:00:00,1.7,1.7011417
2007-03-24 13:00:00,1.7,1.7004517
2007-03-24 14:00:00,1.7,1.6999185
2007-03-24 15:00:00,1.3,1.3002751
2007-03-24 16:00:00,1.3,1.2998201
2007-03-24 17:00:00,1.3,1.299759
2007-03-24 18:00:00,1.3,1.6646662
2007-03-24 19:00:00,1.3,1.3001717
2007-03-24 20:00:00,2.3,2.2998445
2007-03-24 21:00:00,2.3,2.558568
2007-03-24 23:00:00,2.3,2.2996454
2007-03-25 00:00:00,1.3,1.3007472
2007-03-25 01:00:00,1.3,2.0556264
2007-03-25 02:00:00,1.3,1.9029354
2007-03-25 03:00:00,2.0,2.0004988
2007-03-25 04:00:00,2.0,1.9994217
2007-03-25 05:00:00,2.0,2.0000927
2007-03-25 06:00:00,4.3,1.6251358
2007-03-25 07:00:00,4.3,1.8327366
2007-03-25 08:00:00,4.3,2.859833
2007-03-25 09:00:00,3.3,3.299803
2007-03-25 10:00:00,3.3,3.3001175
2007-03-25 11:00:00,3.3,3.299857
2007-03-25 12:00:00,1.3,1.3008732
2007-03-25 13:00:00,1.3,1.3001993
2007-03-25 14:00:00,1.3,1.3010207
2007-03-25 15:00:00,1.0,1.0001031
2007-03-25 16:00:00,1.0,1.0002462
2007-03-25 17:00:00,1.0,1.0003681
2007-03-25 18:00:00,1.3,1.2994819
2007-03-25 19:00:00,1.3,1.3001121
2007-03-25 20:00:00,1.3,1.3001746
2007-03-25 21:00:00,1.0,1.0002922
2007-03-25 22:00:00,1.0,1.918881
2007-03-25 23:00:00,1.0,0.9995217
2007-03-26 00:00:00,1.7,1.6993227
2007-03-26 01:00:00,1.7,1.7000633
2007-03-26 02:00:00,1.7,1.789594
